cast_member,country_of_origin,director,original_language,publication_date,audience_average,audience_percent,audience_ratings,critic_average,critic_percent,oscars,awards,nominations,year,month,day,dayofweek,num_actors,action film,comedy film,crime film,drama film,horror film
629,7,7017,13,1483228800,3.4,67.0,13.0,6.7,80.0,0,0,0,2017,1,1,6,7,0,1,0,0,0
12779,27,7383,19,1483228800,2.8,22.0,152.0,6.2,44.0,0,0,0,2017,1,1,6,3,1,0,0,0,0
12777,27,948,19,1483228800,2.8,30.0,171.0,5.4,56.0,0,0,0,2017,1,1,6,4,0,0,1,0,0
19226,90,3135,108,1495238400,3.9,60.0,8.0,7.0,80.0,0,0,0,2017,5,20,5,1,0,0,0,1,0
3254,48,337,9,1504742400,4.0,78.0,16.0,6.7,89.0,1,1,0,2017,9,7,3,2,0,1,0,0,0
19226,45,4557,19,1504828800,3.9,74.0,190.0,7.3,95.0,0,0,0,2017,9,8,4,1,0,0,0,1,0
12997,45,8000,19,1514764800,4.7,94.0,356.0,8.1,97.0,0,0,0,2018,1,1,0,7,1,0,0,0,0
13058,67,5047,4,1505952000,3.2,40.0,11.0,7.5,100.0,0,0,0,2017,9,21,3,2,0,0,0,1,0
4130,26,7759,19,1483228800,2.4,25.0,145.0,3.8,0.0,0,0,0,2017,1,1,6,1,0,0,0,0,1
14975,20,7870,19,1518998400,3.8,79.0,39.0,8.0,88.0,0,0,0,2018,2,19,0,1,0,0,0,1,0
19226,45,1830,19,1483228800,4.0,80.0,61.0,5.9,80.0,0,0,0,2017,1,1,6,1,0,1,0,1,0
14939,77,6119,4,1518739200,4.7,100.0,17.0,8.9,100.0,0,0,0,2018,2,16,4,1,0,0,0,1,0
5467,45,2186,19,1451606400,2.1,14.0,129.0,4.8,50.0,0,0,0,2016,1,1,4,3,0,0,0,1,0
7265,8,5285,19,1325376000,2.9,35.0,4653.0,4.2,31.0,3,0,0,2012,1,1,6,4,0,1,0,0,0
295,45,7480,19,1159228800,3.2,57.0,8456.0,6.8,82.0,0,0,0,2006,9,26,1,24,0,1,0,1,0
12320,45,1923,19,220924800,3.9,83.0,57175.0,8.3,91.0,2,1,0,1977,1,1,5,8,0,0,0,1,1
7644,8,6826,19,31536000,3.8,87.0,63485.0,6.9,90.0,0,0,0,1971,1,1,4,8,0,1,0,0,0
4034,58,7187,63,-473385600,3.7,77.0,997.0,8.0,100.0,0,0,0,1955,1,1,5,11,0,0,1,1,0
11980,7,7187,63,63072000,3.9,82.0,6233.0,6.6,64.0,0,0,0,1972,1,1,5,34,0,1,0,1,0
3611,45,2411,19,1292457600,3.5,63.0,171134.0,5.8,51.0,1,10,49,2010,12,16,3,12,1,0,0,0,0
1265,45,347,19,658108800,3.6,87.0,213360.0,7.5,82.0,7,43,37,1990,11,9,4,15,0,0,0,1,0
7304,45,7387,19,-631152000,3.3,36.0,813.0,5.4,60.0,0,0,0,1950,1,1,6,7,0,1,0,0,0
12200,8,2482,19,1278547200,4.2,91.0,568239.0,8.1,86.0,4,152,204,2010,7,8,3,21,1,0,0,0,0
5603,7,1271,13,1230768000,3.0,50.0,193.0,6.2,70.0,2,0,0,2009,1,1,3,6,0,0,0,1,0
5176,7,1271,13,567993600,3.6,82.0,598.0,7.2,100.0,0,0,0,1988,1,1,4,8,0,0,0,1,0
10568,16,4692,20,0,3.5,54.0,484.0,7.1,77.0,0,0,0,1970,1,1,3,14,0,0,0,1,0
17097,45,7834,19,-252460800,4.0,92.0,33761.0,7.9,92.0,1,1,11,1962,1,1,0,9,0,0,0,1,0
6256,13,6415,19,1358380800,3.4,55.0,143566.0,6.0,65.0,11,18,0,2013,1,17,3,8,0,0,0,0,1
6892,45,4616,19,1325376000,3.5,62.0,31898.0,5.7,53.0,0,0,0,2012,1,1,6,7,0,0,0,1,0
5319,8,304,19,725846400,3.3,49.0,741.0,5.9,33.0,0,0,0,1993,1,1,4,23,0,0,0,1,0
2135,45,4505,19,725846400,3.8,90.0,235872.0,7.8,93.0,4,0,0,1993,1,1,4,16,0,1,0,1,0
12982,64,533,19,1168819200,3.1,47.0,730706.0,4.2,26.0,1,9,0,2007,1,15,0,12,1,0,0,0,0
11817,45,2664,19,788918400,3.9,94.0,221203.0,7.8,86.0,12,0,0,1995,1,1,6,30,1,0,1,1,0
18941,74,3208,14,1325376000,3.7,67.0,5950.0,6.3,93.0,0,0,0,2012,1,1,6,5,0,0,0,1,0
12694,45,7791,19,820454400,3.0,37.0,11437.0,6.0,54.0,0,0,0,1996,1,1,0,19,0,0,0,1,0
13088,45,4129,19,-63158400,3.2,50.0,7731.0,6.7,94.0,0,0,0,1968,1,1,0,17,1,0,1,1,0
3066,45,3001,19,1057708800,3.9,86.0,33125227.0,7.1,79.0,5,36,96,2003,7,9,2,24,1,1,0,0,0
10978,45,5949,19,69465600,4.4,98.0,731426.0,9.3,98.0,3,24,28,1972,3,15,2,36,0,0,1,1,0
3902,102,5872,97,1136073600,3.5,65.0,51019.0,6.4,66.0,1,13,33,2006,1,1,6,4,0,0,0,1,0
5020,45,4832,19,315532800,3.6,77.0,3132.0,6.2,77.0,0,0,0,1980,1,1,1,10,0,1,0,0,0
9406,97,491,111,901929600,3.8,85.0,872.0,7.5,79.0,0,0,0,1998,8,1,5,30,0,0,0,1,0
12831,45,5381,19,94694400,4.1,95.0,61498.0,8.3,93.0,7,11,6,1973,1,1,0,18,0,1,0,0,0
5592,8,4807,19,1136073600,3.5,71.0,8248.0,7.3,88.0,0,0,0,2006,1,1,6,4,0,0,0,1,0
9963,45,670,19,1325376000,3.2,47.0,140474.0,5.4,51.0,4,0,0,2012,1,1,6,30,0,1,0,0,0
4762,9,6744,19,1518739200,4.4,82.0,192.0,8.0,83.0,0,0,0,2018,2,16,4,3,1,0,0,0,0
9158,45,8000,19,1483228800,3.2,50.0,297.0,5.5,58.0,0,0,0,2017,1,1,6,3,0,0,0,1,0
4253,7,1615,13,1009843200,3.6,73.0,674.0,6.8,73.0,0,0,0,2002,1,1,1,7,0,0,0,1,0
17176,45,2030,19,662688000,3.8,81.0,1151.0,7.6,94.0,0,0,0,1991,1,1,1,13,0,0,0,1,0
17287,16,4692,20,189302400,3.8,79.0,502.0,6.2,75.0,0,0,0,1976,1,1,3,25,0,1,0,1,0
13551,8,6298,19,1356998400,2.9,31.0,10942.0,5.4,43.0,0,0,0,2013,1,1,1,6,0,0,1,1,0
14879,64,6258,19,1262304000,3.6,76.0,2124.0,7.1,85.0,0,0,0,2010,1,1,4,11,0,0,0,1,0
6499,45,3086,19,567993600,2.8,33.0,2746.0,3.6,0.0,0,0,0,1988,1,1,4,8,0,0,0,1,0
8082,45,4749,19,1072915200,2.8,33.0,8220.0,6.0,53.0,1,2,0,2004,1,1,3,7,0,0,0,0,1
654,7,2305,13,1230768000,3.2,64.0,11131.0,7.2,87.0,0,0,0,2009,1,1,3,7,0,0,0,1,0
6860,45,2342,19,978307200,3.0,50.0,1490.0,4.8,11.0,0,0,0,2001,1,1,0,32,0,0,0,1,0
5266,41,5813,19,1136073600,2.9,30.0,657.0,4.7,14.0,2,6,0,2006,1,1,6,10,0,0,0,1,0
3767,45,2586,19,1325376000,3.3,49.0,30690.0,5.3,49.0,0,0,0,2012,1,1,6,13,0,1,0,0,0
11571,45,5223,19,410227200,3.0,41.0,1261.0,5.5,50.0,0,0,0,1983,1,1,5,6,0,0,0,0,1
10223,45,4912,19,1325376000,3.2,44.0,1384.0,5.2,52.0,0,0,0,2012,1,1,6,9,0,1,0,0,0
8657,7,8000,13,1293840000,3.3,57.0,2588.0,7.0,90.0,0,0,0,2011,1,1,5,3,0,1,0,1,0
10422,8,6793,19,1377820800,4.3,90.0,139374.0,8.9,96.0,3,235,326,2013,8,30,4,26,0,0,0,1,0
4722,8,5661,19,1356998400,3.0,36.0,7935.0,5.5,48.0,1,0,0,2013,1,1,1,12,1,0,1,0,0
19226,45,6112,19,1136073600,4.0,87.0,3950.0,7.9,91.0,0,0,0,2006,1,1,6,1,0,0,0,1,0
6113,8,6718,19,787449600,3.5,64.0,1360.0,5.9,63.0,0,0,0,1994,12,15,3,3,0,0,0,1,0
15950,45,6103,19,599616000,2.8,36.0,1162.0,2.7,0.0,0,0,0,1989,1,1,6,12,0,0,0,1,0
10887,13,2287,19,1293840000,3.1,40.0,488.0,5.5,53.0,1,7,0,2011,1,1,5,10,1,0,1,1,0
106,115,5541,13,1262304000,3.2,52.0,909.0,6.8,86.0,0,0,0,2010,1,1,4,3,0,0,1,1,0
11569,45,7106,19,694224000,3.0,29.0,243.0,4.0,20.0,0,0,0,1992,1,1,2,3,1,0,0,0,0
16186,64,6633,19,1356998400,3.2,46.0,4448.0,6.6,72.0,0,0,0,2013,1,1,1,4,0,0,1,1,0
4343,45,725,19,1358812800,3.0,36.0,14332.0,5.7,52.0,1,3,0,2013,1,22,1,16,0,0,0,1,0
12371,16,1701,19,1368662400,2.8,33.0,31520.0,6.3,60.0,4,7,0,2013,5,16,3,21,0,1,1,1,0
6415,8,863,19,-915148800,3.1,53.0,133.0,8.1,86.0,0,0,0,1941,1,1,2,14,0,1,0,0,0
11156,7,4617,13,1346803200,3.5,62.0,132.0,7.5,100.0,0,0,0,2012,9,5,2,6,0,0,0,1,0
8545,11,7285,56,1009843200,3.7,81.0,1422.0,6.2,60.0,23,17,0,2002,1,1,1,1,0,0,1,0,0
15151,45,5543,19,915148800,3.6,72.0,6108.0,4.6,26.0,3,4,0,1999,1,1,4,5,0,0,0,1,0
7446,45,948,19,1230768000,2.6,30.0,10250.0,6.6,69.0,0,0,0,2009,1,1,3,7,0,0,0,0,1
7647,45,7791,19,283996800,3.4,63.0,1972.0,7.4,83.0,0,0,0,1979,1,1,0,5,0,0,1,1,0
5483,45,7795,19,1396569600,3.0,37.0,1115.0,5.0,39.0,0,0,0,2014,4,4,4,8,1,0,0,0,0
1670,45,2555,19,-378691200,3.2,50.0,1547.0,6.3,64.0,0,0,0,1958,1,1,2,5,0,0,0,0,1
9036,7,4765,13,1230768000,3.4,52.0,253.0,7.4,92.0,1,2,0,2009,1,1,3,11,0,0,0,1,0
6909,7,1642,13,883612800,3.3,59.0,893.0,5.8,60.0,0,0,0,1998,1,1,3,9,0,0,0,1,0
4810,74,2547,62,883612800,3.7,79.0,1025.0,7.4,84.0,5,3,0,1998,1,1,3,3,0,0,0,1,0
11829,45,533,19,1372464000,2.7,29.0,6787.0,3.2,11.0,0,0,0,2013,6,29,5,4,1,0,0,1,0
19226,7,7978,116,1009843200,4.0,85.0,618.0,7.6,89.0,0,0,0,2002,1,1,1,1,0,0,0,1,0
823,7,4328,13,915148800,3.4,70.0,821.0,6.5,70.0,0,0,0,1999,1,1,4,12,0,1,0,0,0
15222,45,3534,19,820454400,3.6,63.0,122.0,6.8,67.0,0,0,0,1996,1,1,0,5,0,0,0,1,0
2246,7,2343,19,1317168000,3.0,42.0,224.0,9.3,83.0,4,0,0,2011,9,28,2,2,0,0,0,1,0
12273,7,4630,13,1199145600,3.2,47.0,339.0,6.1,50.0,0,0,0,2008,1,1,1,6,0,0,0,1,0
4424,45,5305,19,-568080000,3.2,45.0,682.0,6.8,57.0,0,0,0,1952,1,1,1,8,0,0,0,1,0
12395,67,2497,4,978307200,3.8,81.0,1443.0,6.9,87.0,0,0,0,2001,1,1,0,8,0,0,0,1,0
12733,8,561,19,473385600,2.9,34.0,1065.0,3.8,0.0,0,0,0,1985,1,1,1,12,0,0,0,0,1
3660,43,5238,4,378691200,3.2,51.0,3933.0,3.6,46.0,0,0,0,1982,1,1,4,7,0,0,0,0,1
8049,7,7587,13,-1262304000,3.9,85.0,2910.0,7.7,94.0,1,0,0,1930,1,1,2,5,0,0,0,1,0
15793,7,2305,13,1369094400,3.0,38.0,707.0,6.6,67.0,0,0,0,2013,5,21,1,16,0,0,0,1,0
827,7,3054,13,852076800,3.5,64.0,464.0,6.8,74.0,0,0,0,1997,1,1,2,13,0,0,0,1,0
10873,45,8000,19,1199145600,3.2,54.0,1770.0,5.9,60.0,0,0,0,2008,1,1,1,2,0,0,0,1,0
5956,45,1902,4,1072915200,3.3,57.0,6697.0,6.4,69.0,0,0,0,2004,1,1,3,21,0,0,0,1,0
17687,7,5325,13,1293840000,2.9,34.0,496.0,5.3,42.0,0,0,0,2011,1,1,5,15,0,1,0,1,0
14306,45,5488,19,1262304000,3.9,73.0,19702.0,4.2,25.0,0,0,0,2010,1,1,4,1,0,0,0,1,0
13501,45,8000,19,1325376000,4.2,76.0,2062.0,2.8,0.0,0,0,0,2012,1,1,6,6,0,0,0,0,1
14010,45,824,19,347155200,3.6,65.0,901.0,5.6,50.0,0,0,0,1981,1,1,3,1,0,0,0,0,1
14626,45,8000,19,1104537600,3.0,59.0,1446.0,4.9,43.0,0,0,0,2005,1,1,5,1,0,1,0,0,0
2967,45,601,19,-599616000,3.2,45.0,826.0,5.0,33.0,0,0,0,1951,1,1,0,6,0,0,1,1,0
4678,45,753,19,1072915200,2.6,31.0,3149.0,4.6,32.0,0,0,0,2004,1,1,3,2,0,0,0,1,0
7389,45,1431,19,220924800,3.7,75.0,56.0,7.8,100.0,0,0,0,1977,1,1,5,2,0,0,0,1,0
4483,45,8000,19,1262304000,3.1,39.0,3701.0,5.6,50.0,0,0,0,2010,1,1,4,5,0,0,0,1,0
4451,45,958,19,1167609600,3.7,68.0,930.0,5.2,49.0,0,0,0,2007,1,1,0,4,0,0,0,1,0
19226,88,5785,94,820454400,3.7,80.0,1192.0,7.2,90.0,0,0,0,1996,1,1,0,1,0,0,0,1,0
5686,13,1072,19,1072915200,3.3,60.0,2712.0,7.1,86.0,0,0,0,2004,1,1,3,2,0,0,0,1,0
16080,113,8000,4,1293840000,3.4,63.0,4774.0,7.2,86.0,3,8,0,2011,1,1,5,6,1,0,0,1,0
16536,7,3219,13,1293840000,3.6,72.0,1292.0,7.5,96.0,0,0,0,2011,1,1,5,12,0,0,1,1,0
9028,7,2207,13,694224000,4.0,88.0,478.0,7.6,85.0,0,0,0,1992,1,1,2,8,0,0,0,1,0
9168,8,1676,19,1369440000,3.8,75.0,21114.0,7.4,85.0,9,42,0,2013,5,25,5,14,0,0,0,1,0
11741,8,1475,19,1325376000,2.3,15.0,184.0,4.3,20.0,0,0,0,2012,1,1,6,1,0,0,0,0,1
11525,64,8000,19,1072915200,3.5,66.0,1422.0,5.8,59.0,0,0,0,2004,1,1,3,4,0,0,0,1,0
8925,7,898,13,1325376000,3.5,63.0,241.0,6.8,86.0,0,0,0,2012,1,1,6,18,0,1,1,1,0
9409,32,3342,113,1262304000,3.6,71.0,310.0,6.5,80.0,2,0,0,2010,1,1,4,15,0,1,0,1,0
18100,64,3707,19,1366848000,3.4,56.0,1783.0,4.7,32.0,0,0,0,2013,4,25,3,5,0,0,0,1,0
5560,58,3039,19,978307200,3.1,51.0,1490.0,5.5,49.0,4,0,0,2001,1,1,0,5,0,1,0,0,0
19176,7,3258,13,1337904000,3.4,53.0,5308.0,6.5,70.0,0,0,0,2012,5,25,4,17,0,0,0,1,0
19226,8,3997,19,157766400,3.8,76.0,1299.0,8.1,93.0,0,0,0,1975,1,1,2,1,0,0,0,1,0
18858,45,1232,19,126230400,3.6,77.0,1225.0,7.2,88.0,0,0,0,1974,1,1,1,12,0,0,1,1,0
13519,8,4360,19,1325376000,3.2,41.0,385.0,6.4,73.0,0,0,0,2012,1,1,6,3,0,0,0,1,0
8050,45,6473,19,1136073600,3.2,51.0,131.0,6.5,80.0,0,0,0,2006,1,1,6,10,0,0,0,1,0
12114,45,7854,19,1394236800,2.7,31.0,2787.0,5.9,67.0,2,0,0,2014,3,8,5,9,0,1,0,0,0
10653,23,1291,86,1230768000,3.2,60.0,686.0,7.0,87.0,0,0,0,2009,1,1,3,8,0,0,0,1,0
6546,45,8000,19,946684800,3.1,48.0,1150.0,6.5,74.0,0,0,0,2000,1,1,5,5,0,0,0,1,0
5259,23,6855,86,1205971200,3.6,72.0,1722.0,6.7,81.0,0,0,0,2008,3,20,3,9,0,0,0,1,0
10897,45,1320,19,1136073600,3.1,46.0,4842.0,5.5,54.0,1,0,0,2006,1,1,6,1,0,1,0,0,0
16726,8,3512,19,1041379200,3.1,57.0,5096.0,5.9,56.0,11,3,0,2003,1,1,2,2,0,0,0,0,1
13204,8,7413,19,788918400,3.3,45.0,463.0,5.5,60.0,0,0,0,1995,1,1,6,6,0,0,0,1,0
8808,13,5771,13,1378080000,3.6,72.0,1877.0,7.2,78.0,0,0,0,2013,9,2,0,8,0,0,0,1,0
5270,13,2848,19,978307200,3.8,85.0,882.0,7.0,100.0,0,0,0,2001,1,1,0,6,0,0,0,1,0
2065,7,6274,19,1356998400,3.2,49.0,11205.0,7.0,86.0,5,11,0,2013,1,1,1,3,0,0,0,0,1
5046,15,3622,57,1136073600,3.9,75.0,383.0,7.5,100.0,0,0,0,2006,1,1,6,4,0,1,0,0,0
8351,45,4899,19,1315612800,3.4,59.0,42037.0,6.5,76.0,11,20,0,2011,9,10,5,7,0,0,0,0,1
6716,74,6402,14,1325376000,3.5,61.0,2084.0,7.6,100.0,0,0,0,2012,1,1,6,6,1,0,0,1,0
3847,45,2674,19,1325376000,3.6,71.0,9461.0,6.5,77.0,0,0,0,2012,1,1,6,9,0,0,0,1,0
9396,45,7921,19,473385600,3.6,86.0,1614.0,4.5,18.0,0,0,0,1985,1,1,1,16,0,1,0,0,0
8601,45,2189,19,1358640000,3.2,53.0,12643.0,7.0,82.0,3,5,0,2013,1,20,6,4,0,1,0,0,0
2245,45,2030,4,852076800,3.9,90.0,1458.0,7.6,89.0,0,0,0,1997,1,1,2,4,0,0,0,1,0
7207,13,3041,19,694224000,2.2,13.0,668.0,2.1,0.0,0,0,0,1992,1,1,2,3,0,0,0,0,1
10837,45,1036,19,1009843200,3.0,51.0,10296.0,2.9,3.0,1,1,0,2002,1,1,1,16,1,0,1,1,0
9972,45,594,19,662688000,3.0,39.0,2240.0,6.1,56.0,0,0,0,1991,1,1,1,10,0,0,0,0,1
7726,9,7077,19,1293840000,3.2,48.0,6400.0,4.5,21.0,1,1,0,2011,1,1,5,5,0,0,0,1,0
9790,45,3878,19,378691200,3.0,38.0,355.0,4.8,40.0,0,0,0,1982,1,1,4,7,0,0,0,1,0
1002,45,3224,19,-157766400,3.9,63.0,191.0,4.6,0.0,0,0,0,1965,1,1,4,6,0,1,0,0,0
12381,45,4192,19,536457600,3.1,52.0,810.0,5.2,54.0,0,0,0,1987,1,1,3,6,0,0,0,1,0
7371,45,8000,19,1325376000,3.6,69.0,7444.0,2.5,0.0,0,0,0,2012,1,1,6,4,0,0,0,1,0
13879,13,1743,19,1230768000,2.6,27.0,2340.0,6.0,67.0,0,0,0,2009,1,1,3,9,0,0,0,1,0
9569,45,4397,19,1325376000,3.0,42.0,4052.0,6.6,70.0,3,3,0,2012,1,1,6,8,0,0,0,1,0
8442,45,288,19,252460800,2.8,23.0,753.0,4.1,20.0,0,0,0,1978,1,1,6,9,0,0,0,1,0
18799,45,1226,19,-694310400,3.2,48.0,143.0,4.7,50.0,0,0,0,1948,1,1,3,4,0,0,0,1,0
12708,45,4531,19,1293840000,3.3,54.0,1200.0,6.4,86.0,0,0,0,2011,1,1,5,10,0,0,0,1,0
906,45,2274,19,1361491200,3.6,61.0,63445.0,5.6,57.0,0,0,0,2013,2,22,4,12,1,0,1,1,0
11270,45,8000,19,1136073600,2.6,28.0,877.0,5.3,43.0,0,0,0,2006,1,1,6,2,1,0,1,0,0
6940,13,3968,19,1315267200,2.5,22.0,5598.0,4.3,14.0,1,0,0,2011,9,6,1,10,0,0,0,0,1
4201,45,4873,19,1325376000,3.5,61.0,5573.0,6.2,55.0,3,0,0,2012,1,1,6,8,0,0,0,1,0
17298,8,8000,19,1293840000,2.9,38.0,870.0,5.2,60.0,0,0,0,2011,1,1,5,4,1,0,0,0,0
6571,45,6965,19,788918400,3.4,55.0,1001.0,5.9,50.0,3,0,0,1995,1,1,6,5,0,0,0,1,0
18845,45,7851,19,126230400,3.4,66.0,1430.0,5.1,27.0,1,1,1,1974,1,1,1,10,0,0,1,0,0
6685,45,8000,19,1348185600,4.3,87.0,4068.0,6.1,70.0,0,0,0,2012,9,21,4,7,0,0,0,1,0
19226,15,8000,19,1009843200,3.8,69.0,486.0,5.4,46.0,2,0,0,2002,1,1,1,1,1,0,0,0,0
6963,45,6073,19,1395360000,3.5,58.0,64936.0,6.8,80.0,3,11,0,2014,3,21,4,3,0,1,0,0,0
8569,45,8000,19,1293840000,2.3,19.0,441.0,4.1,20.0,0,0,0,2011,1,1,5,3,0,0,0,0,1
4385,45,5959,19,1416441600,3.8,71.0,246430.0,6.3,67.0,1,21,31,2014,11,20,3,14,1,0,0,1,0
6305,45,5548,19,686534400,3.1,50.0,348.0,5.3,50.0,0,0,0,1991,10,4,4,3,0,0,0,1,0
7314,45,4128,19,1397692800,3.6,64.0,221307.0,5.8,52.0,3,29,0,2014,4,17,3,21,1,0,0,0,0
10794,45,5191,19,1167609600,2.8,37.0,166474.0,2.6,4.0,0,0,0,2007,1,1,0,13,0,1,0,0,0
15411,45,7297,19,567993600,3.0,49.0,1550.0,4.4,38.0,0,0,0,1988,1,1,4,8,0,1,0,0,0
14505,45,2899,19,1341532800,3.5,62.0,3848.0,4.9,30.0,1,0,0,2012,7,6,4,10,0,1,0,1,0
11077,8,1350,19,1377734400,3.2,55.0,35923.0,7.8,84.0,1,25,101,2013,8,29,3,4,0,0,0,0,1
1921,45,6930,19,757382400,3.2,56.0,1139.0,6.0,67.0,0,0,0,1994,1,1,5,10,0,1,0,0,0
19226,45,2403,19,1139961600,2.9,24.0,125.0,3.2,0.0,0,0,0,2006,2,15,2,1,0,0,0,1,0
15243,45,8000,19,1136073600,3.5,63.0,443.0,6.2,65.0,0,0,0,2006,1,1,6,4,0,0,0,1,0
8585,45,5947,19,631152000,2.6,47.0,42702.0,3.8,13.0,0,0,0,1990,1,1,0,2,0,1,0,0,0
16373,45,5486,19,1009843200,2.7,23.0,9909.0,6.2,60.0,1,0,0,2002,1,1,1,1,0,1,0,0,0
3994,45,3070,19,1009843200,2.7,18.0,2012.0,3.6,40.0,0,0,0,2002,1,1,1,1,0,0,0,0,1
1159,15,274,57,1199145600,3.7,74.0,241.0,5.5,64.0,0,0,0,2008,1,1,1,3,0,1,0,0,0
13373,7,1337,19,1325376000,2.1,15.0,1363.0,3.7,5.0,0,0,0,2012,1,1,6,9,0,0,0,1,0
5969,9,5711,19,1293840000,3.1,42.0,401.0,4.5,27.0,0,0,0,2011,1,1,5,1,0,0,0,1,0
16348,45,2807,19,1199145600,2.7,23.0,149.0,3.3,0.0,0,0,0,2008,1,1,1,11,0,0,0,1,0
6531,13,1192,19,1230768000,3.7,70.0,659.0,5.3,44.0,0,0,0,2009,1,1,3,3,0,0,0,1,0
19226,45,6286,19,1230768000,2.8,26.0,1170.0,5.8,67.0,0,0,0,2009,1,1,3,1,0,0,0,1,0
19226,45,4984,19,1199145600,3.7,50.0,131.0,5.6,52.0,0,0,0,2008,1,1,1,1,0,1,0,0,0
5771,45,4004,19,1385251200,3.2,52.0,164571.0,6.4,75.0,1,23,0,2013,11,24,6,29,0,1,0,0,0
6694,45,8000,19,1293840000,3.2,47.0,235.0,4.0,11.0,0,0,0,2011,1,1,5,1,0,0,0,1,0
3379,45,8000,19,1388534400,2.8,41.0,4220.0,1.4,0.0,1,0,0,2014,1,1,2,3,0,0,0,1,0
16187,45,3528,19,1009843200,3.0,58.0,1143.0,3.2,14.0,0,0,0,2002,1,1,1,9,0,1,0,0,0
3892,8,6562,19,1230768000,2.6,29.0,15.0,3.6,11.0,0,0,0,2009,1,1,3,2,0,0,0,1,0
17523,8,5482,19,1262304000,3.4,43.0,189.0,6.0,62.0,0,0,0,2010,1,1,4,9,0,1,0,0,0
2143,45,8000,19,1072915200,3.4,64.0,1451.0,5.4,53.0,5,0,0,2004,1,1,3,1,0,1,0,0,0
17662,8,8000,19,1293840000,2.5,42.0,44.0,4.7,57.0,0,0,0,2011,1,1,5,2,0,0,0,0,1
10876,16,646,19,1041379200,3.1,49.0,2025.0,6.2,67.0,0,0,0,2003,1,1,2,9,0,1,1,1,0
19151,15,196,57,852076800,3.7,77.0,144.0,5.8,53.0,0,0,0,1997,1,1,2,2,0,0,1,1,0
16451,73,8000,57,820454400,3.8,71.0,101.0,6.8,82.0,0,0,0,1996,1,1,0,3,0,0,0,1,0
5304,45,8000,19,1325376000,3.4,53.0,438.0,6.5,67.0,0,0,0,2012,1,1,6,5,0,0,0,1,0
1729,45,2656,19,-536457600,3.5,62.0,58.0,7.2,80.0,1,1,4,1953,1,1,3,20,0,1,0,0,0
7141,45,642,19,1356998400,3.3,54.0,1681.0,6.6,55.0,0,0,0,2013,1,1,1,1,0,1,0,0,0
15063,107,5051,95,1356998400,3.6,66.0,108.0,7.2,94.0,5,7,0,2013,1,1,1,2,0,0,0,1,0
15475,64,4458,19,1339632000,3.0,40.0,148.0,5.6,63.0,0,0,0,2012,6,14,3,8,0,0,0,1,0
10358,8,5028,19,1293840000,2.1,14.0,297.0,4.2,13.0,0,0,0,2011,1,1,5,7,0,0,0,0,1
19226,46,2316,13,1325376000,3.9,77.0,549.0,7.6,100.0,6,2,0,2012,1,1,6,1,0,0,0,1,0
12529,13,869,19,757382400,3.4,70.0,1773.0,7.0,70.0,0,0,0,1994,1,1,5,2,0,0,0,1,0
17169,64,3936,19,852076800,3.2,56.0,217.0,6.1,56.0,0,0,0,1997,1,1,2,3,0,0,0,1,0
16997,13,471,20,1167609600,3.0,65.0,33425.0,6.2,68.0,0,0,0,2007,1,1,0,8,0,0,0,1,0
1813,45,6682,19,1262304000,3.8,73.0,28960.0,5.1,32.0,14,16,0,2010,1,1,4,13,0,0,0,1,0
10231,8,8000,19,1167609600,2.8,26.0,405.0,2.2,0.0,0,0,0,2007,1,1,0,4,0,0,0,0,1
19226,45,7237,19,915148800,3.4,63.0,4273.0,6.6,70.0,2,0,0,1999,1,1,4,1,0,0,0,1,0
10449,45,8000,19,631152000,2.2,28.0,1386.0,2.0,0.0,0,0,0,1990,1,1,0,1,0,0,0,0,1
6843,45,961,19,1167609600,1.9,5.0,186.0,2.0,0.0,0,0,0,2007,1,1,0,4,0,0,0,0,1
388,45,7840,19,757382400,2.7,35.0,2098.0,3.3,15.0,0,0,0,1994,1,1,5,9,1,0,0,0,0
19226,45,7101,19,-347155200,2.2,20.0,1689.0,3.3,22.0,0,0,0,1959,1,1,3,1,0,0,0,0,1
9308,45,6655,19,1356998400,3.6,59.0,224.0,4.8,67.0,1,0,0,2013,1,1,1,6,0,1,0,0,0
5439,64,5793,19,-31536000,3.3,53.0,448.0,7.0,100.0,0,0,0,1969,1,1,2,5,0,0,0,1,0
7104,13,7315,19,1325376000,3.3,52.0,4926.0,5.5,58.0,15,9,0,2012,1,1,6,1,0,0,0,0,1
11222,45,1828,19,1199145600,3.2,52.0,590.0,7.0,100.0,0,0,0,2008,1,1,1,6,0,0,0,1,0
6262,45,6631,19,1293840000,2.8,36.0,1649.0,3.1,9.0,0,0,0,2011,1,1,5,6,0,0,0,1,0
14993,45,2945,19,1262304000,3.5,65.0,318.0,6.9,81.0,1,0,0,2010,1,1,4,5,0,0,0,1,0
7135,45,1343,19,1325376000,3.5,61.0,12839.0,3.0,4.0,3,0,0,2012,1,1,6,24,0,0,0,1,0
6268,8,2229,19,1356998400,3.4,53.0,9187.0,4.7,30.0,1,0,0,2013,1,1,1,9,0,1,0,0,0
6122,45,8000,19,1262304000,3.5,62.0,1010.0,6.2,50.0,0,0,0,2010,1,1,4,5,0,0,1,0,0
5268,8,2418,19,1390089600,3.9,80.0,17906.0,7.6,90.0,0,0,0,2014,1,19,6,14,0,1,0,1,0
