cast_member,country_of_origin,director,original_language,publication_date,audience_average,audience_percent,audience_ratings,critic_average,critic_percent,oscars,awards,nominations,year,month,day,dayofweek,num_actors,action film,comedy film,crime film,drama film,horror film
4952,45,3098,19,1262304000,3.4,51.0,1159.0,5.3,53.0,0,0,0,2010,1,1,4,11,0,0,0,1,0
1021,13,791,19,501465600,3.4,69.0,4841.0,4.8,47.0,2,7,0,1985,11,22,4,13,0,0,0,1,0
11910,15,5784,57,1334102400,3.3,59.0,3836.0,7.2,83.0,1,5,0,2012,4,11,2,11,0,0,0,1,0
11497,45,7706,19,-504921600,3.3,40.0,237.0,6.7,80.0,0,0,0,1954,1,1,4,13,0,0,1,0,0
7900,8,7191,19,-1325462400,2.8,18.0,493.0,4.7,67.0,0,0,0,1928,1,1,6,5,0,1,0,0,0
19181,7,4402,13,1242432000,4.1,89.0,24805.0,8.3,97.0,1,48,49,2009,5,16,5,19,0,0,0,1,0
7520,45,5884,63,315532800,3.2,54.0,1921.0,3.5,0.0,0,0,0,1980,1,1,1,11,1,1,1,0,0
11623,45,6809,19,315532800,3.5,72.0,3631.0,6.1,17.0,0,0,0,1980,1,1,1,15,1,0,0,0,0
4128,45,5962,19,852076800,3.1,68.0,47300.0,5.2,28.0,0,0,0,1997,1,1,2,19,1,1,0,0,0
17742,45,7433,19,551664000,3.3,58.0,2968.0,4.2,38.0,0,0,0,1987,6,26,4,11,0,1,0,0,0
19226,8,4733,19,627264000,3.2,62.0,404318.0,5.5,50.0,1,0,0,1989,11,17,4,1,0,0,0,1,0
14016,8,5630,19,1273795200,2.7,34.0,4063.0,3.4,9.0,0,0,0,2010,5,14,4,15,0,0,0,1,0
15404,45,7795,19,958780800,3.4,60.0,559.0,6.6,80.0,0,0,0,2000,5,20,5,12,0,0,0,1,0
2934,45,6976,19,820454400,3.2,63.0,60830.0,4.7,39.0,1,2,0,1996,1,1,0,9,0,0,0,1,0
8629,45,240,19,1027036800,2.7,41.0,179673.0,7.0,81.0,1,4,0,2002,7,19,4,8,0,1,0,0,0
3426,7,7077,19,877737600,3.3,54.0,2720.0,6.4,62.0,0,0,0,1997,10,25,5,6,0,0,0,1,0
12625,45,5265,19,0,3.6,74.0,7501.0,5.8,83.0,0,0,0,1970,1,1,3,40,1,0,0,0,0
7877,45,4036,19,731289600,3.5,78.0,27928.0,4.9,43.0,0,0,0,1993,3,5,4,22,0,0,0,1,0
2565,45,5939,19,-1052956800,3.3,48.0,567.0,6.1,75.0,4,1,1,1936,8,20,3,18,0,0,0,1,0
4912,45,6504,19,503884800,3.3,68.0,21452.0,5.7,59.0,0,0,0,1985,12,20,4,8,1,0,0,0,0
14866,45,5511,19,883612800,2.6,46.0,364076.0,5.4,46.0,4,4,0,1998,1,1,3,13,0,0,0,0,1
5376,45,3445,19,1009843200,3.0,54.0,21149.0,5.4,48.0,0,0,0,2002,1,1,1,25,0,1,0,0,0
3478,45,1506,19,717984000,3.5,82.0,47709.0,8.0,96.0,1,0,0,1992,10,2,4,12,0,0,0,1,0
17612,20,1272,85,1009843200,3.6,64.0,382.0,5.7,51.0,0,0,0,2002,1,1,1,12,0,1,0,1,0
3377,8,8000,19,946684800,3.1,46.0,1401.0,4.7,9.0,0,0,0,2000,1,1,5,4,0,0,0,1,0
18352,15,1573,96,946684800,3.2,48.0,2910.0,5.4,54.0,0,0,0,2000,1,1,5,7,1,0,0,0,0
4179,45,6158,19,883612800,3.4,67.0,9621.0,6.2,62.0,1,0,0,1998,1,1,3,11,0,1,0,0,0
4990,45,4518,19,-220924800,2.9,33.0,80.0,4.8,60.0,0,0,0,1963,1,1,1,9,0,0,0,1,0
8415,58,4762,7,1072915200,3.1,89.0,2214.0,6.7,82.0,0,0,0,2004,1,1,3,3,0,0,0,1,0
7653,8,5303,19,504921600,3.2,65.0,6708.0,6.0,80.0,0,0,0,1986,1,1,2,5,0,1,0,0,0
5682,45,4047,19,995414400,3.0,36.0,525990.0,5.2,50.0,5,15,0,2001,7,18,2,13,1,0,0,0,1
5432,45,4467,19,662688000,4.0,86.0,2294.0,4.6,44.0,0,0,0,1991,1,1,1,2,0,0,0,1,0
1068,45,7918,19,1072915200,2.7,43.0,51959.0,4.4,29.0,0,0,0,2004,1,1,3,12,0,1,0,0,1
13352,45,7687,19,1325376000,3.1,47.0,74839.0,3.2,0.0,0,0,0,2012,1,1,6,5,0,1,0,1,0
9783,45,63,19,488160000,3.1,60.0,63878.0,6.0,77.0,2,3,11,1985,6,21,4,15,0,1,0,1,0
8723,7,2365,13,1084665600,2.8,69.0,14594.0,6.5,90.0,6,3,0,2004,5,16,6,16,0,0,0,1,0
4890,7,3324,13,1167609600,3.4,61.0,916.0,5.9,69.0,3,0,0,2007,1,1,0,15,0,0,0,1,0
4297,45,698,19,1204848000,3.2,50.0,191399.0,3.3,12.0,1,0,0,2008,3,7,4,13,0,1,0,0,0
13480,45,34,4,567993600,3.4,72.0,28399.0,6.6,81.0,1,1,0,1988,1,1,4,14,1,0,1,1,0
14453,45,5421,19,1200614400,3.3,62.0,180605.0,6.4,73.0,2,6,0,2008,1,18,4,14,0,1,0,1,0
16376,7,5833,13,-315619200,4.4,96.0,1139.0,8.6,100.0,0,0,0,1960,1,1,4,19,0,0,1,1,0
16142,45,2817,19,189302400,3.3,61.0,7298.0,6.8,78.0,3,0,0,1976,1,1,3,4,0,0,0,0,1
17801,8,5920,19,-252460800,4.0,87.0,460.0,7.3,100.0,1,2,7,1962,1,1,0,15,1,0,0,1,0
3507,45,4420,19,1199145600,3.3,57.0,54253.0,5.0,45.0,3,0,0,2008,1,1,1,14,0,1,0,0,0
11810,45,4530,19,409017600,3.9,90.0,26667.0,8.2,90.0,0,0,0,1982,12,18,5,30,0,1,0,1,0
10323,45,7416,19,1293840000,2.7,30.0,49000.0,4.1,23.0,2,0,0,2011,1,1,5,15,1,0,0,0,0
11791,45,1180,19,1104537600,3.1,49.0,278226.0,3.9,13.0,1,5,0,2005,1,1,5,11,0,0,0,0,1
10215,7,5252,13,631152000,3.6,74.0,616.0,6.9,91.0,0,0,0,1990,1,1,0,4,0,1,0,0,0
23,45,2678,19,965952000,2.9,54.0,33513.0,4.1,19.0,3,0,0,2000,8,11,4,11,0,0,0,1,0
7997,15,2591,57,873244800,4.2,93.0,11049.0,8.4,95.0,0,0,0,1997,9,3,2,12,0,0,1,1,0
15912,12,5781,13,757382400,4.3,93.0,5601.0,7.0,79.0,1,3,7,1994,1,1,5,11,0,0,0,1,0
14533,45,2893,19,1230768000,2.5,23.0,336943.0,3.9,15.0,0,0,0,2009,1,1,3,23,0,1,0,0,0
12579,7,3266,19,1232236800,3.3,61.0,88772.0,6.6,72.0,6,11,0,2009,1,18,6,20,1,0,1,0,0
14117,43,6065,4,1199145600,3.4,68.0,8791.0,6.8,81.0,0,0,0,2008,1,1,1,4,0,0,0,1,0
11667,7,4408,13,-441849600,3.0,53.0,12103.0,6.6,75.0,0,0,0,1956,1,1,6,20,0,0,0,1,0
709,7,7842,13,694224000,3.9,84.0,6742.0,6.3,71.0,0,0,0,1992,1,1,2,12,0,0,0,1,0
1878,45,3834,19,1116460800,3.3,61.0,32774323.0,4.8,32.0,2,17,0,2005,5,19,3,27,0,1,1,0,0
13022,45,4529,19,29980800,3.8,87.0,17368.0,7.9,96.0,1,5,8,1970,12,14,0,42,1,1,0,0,0
14528,8,7613,19,1104537600,3.9,87.0,219807.0,5.5,48.0,3,0,0,2005,1,1,5,13,0,0,1,1,0
12606,45,5388,19,-694310400,3.9,87.0,8464.0,8.8,100.0,2,2,2,1948,1,1,3,17,0,0,0,1,0
12359,45,2447,19,1074297600,3.3,74.0,789575.0,6.3,71.0,10,22,0,2004,1,17,5,11,0,1,0,0,0
3903,45,6976,19,915148800,3.0,43.0,9666.0,5.3,49.0,1,0,0,1999,1,1,4,10,1,0,1,0,0
119,45,4351,19,1167609600,3.6,71.0,289241.0,5.8,65.0,0,0,0,2007,1,1,0,19,1,0,0,0,0
2987,45,63,19,599616000,3.2,76.0,49233.0,7.4,93.0,0,0,0,1989,1,1,6,17,0,1,0,0,0
314,15,1494,57,1199145600,4.2,88.0,2498.0,7.7,90.0,17,2,0,2008,1,1,1,5,1,0,0,0,0
3272,45,575,19,1230768000,3.2,49.0,257121.0,5.9,64.0,1,2,0,2009,1,1,3,11,1,0,1,0,0
7211,45,4434,19,536457600,3.0,40.0,19326.0,4.0,33.0,1,0,0,1987,1,1,3,5,0,1,0,0,1
3345,7,5054,19,942364800,3.1,58.0,46934.0,4.5,30.0,5,13,0,1999,11,12,4,35,0,0,0,1,0
6449,45,5347,19,-978307200,3.9,85.0,8736.0,8.2,95.0,1,5,7,1939,1,1,6,10,0,0,0,1,0
1618,64,3488,19,1009843200,2.8,43.0,43927.0,5.3,53.0,1,1,0,2002,1,1,1,10,1,1,0,0,0
9252,64,671,19,978307200,2.4,25.0,171789.0,3.6,11.0,1,2,0,2001,1,1,0,9,0,1,0,0,0
6956,64,937,19,567993600,2.7,37.0,264397.0,3.5,11.0,2,0,0,1988,1,1,4,11,0,1,0,0,0
4098,8,5108,19,883612800,3.7,79.0,9705.0,7.7,98.0,0,0,0,1998,1,1,3,8,0,0,1,1,0
6295,7,562,19,1116201600,3.6,75.0,16513.0,5.7,50.0,0,0,0,2005,5,16,0,22,0,0,0,1,0
11804,45,2893,19,915148800,3.1,62.0,224531.0,6.5,69.0,2,4,5,1999,1,1,4,17,0,1,0,0,0
13200,58,5577,19,725846400,3.1,53.0,9931.0,5.9,68.0,0,0,0,1993,1,1,4,9,0,0,0,1,0
3712,45,5948,19,252460800,3.3,70.0,34620.0,6.6,78.0,0,0,0,1978,1,1,6,18,0,1,0,0,0
15430,64,5700,19,1009843200,3.8,86.0,23721.0,7.6,87.0,1,23,24,2002,1,1,1,7,0,0,0,1,0
3232,45,7639,19,1041379200,3.1,60.0,369630.0,3.8,13.0,0,0,0,2003,1,1,2,16,0,1,0,0,0
3721,45,5948,19,-189388800,3.8,87.0,17899.0,8.0,93.0,0,0,0,1964,1,1,2,14,0,1,0,0,0
8644,8,4447,19,1230768000,2.9,36.0,2160.0,5.5,68.0,0,0,0,2009,1,1,3,12,0,0,1,1,0
11366,45,4183,19,883612800,2.8,42.0,21946.0,4.2,31.0,0,0,0,1998,1,1,3,12,1,0,0,0,1
1654,8,7191,19,-1262304000,3.1,38.0,1445.0,7.7,93.0,0,0,0,1930,1,1,2,7,0,0,1,0,0
3937,64,6954,19,599616000,2.7,32.0,51717.0,3.5,28.0,0,0,0,1989,1,1,6,7,1,0,1,0,0
13443,15,1494,57,978307200,3.6,69.0,18345.0,5.7,50.0,0,0,0,2001,1,1,0,6,0,0,0,0,1
6518,45,6682,19,1167609600,3.9,81.0,225932.0,4.8,26.0,1,0,0,2007,1,1,0,13,0,0,0,1,0
11216,45,4634,19,-504921600,3.1,49.0,2726.0,6.2,88.0,0,0,0,1954,1,1,4,14,0,1,0,1,0
5873,8,642,19,1293840000,3.6,62.0,330362.0,6.3,71.0,2,9,0,2011,1,1,5,16,0,1,0,0,0
7244,45,6829,19,1230768000,3.0,39.0,239078.0,5.7,51.0,1,1,0,2009,1,1,3,13,0,1,0,0,0
2563,45,601,19,-1136073600,3.6,69.0,2736.0,6.9,78.0,0,0,0,1934,1,1,0,10,0,0,0,1,0
11545,45,8000,19,1230768000,2.8,34.0,46059.0,5.3,60.0,0,0,0,2009,1,1,3,7,0,1,0,1,0
1459,13,7474,19,1230768000,3.0,39.0,67684.0,4.0,21.0,0,0,0,2009,1,1,3,7,0,0,0,0,1
778,54,115,13,411177600,3.8,82.0,1785.0,7.5,89.0,0,0,0,1983,1,12,2,24,0,0,0,1,0
14011,45,8000,19,757382400,2.5,19.0,11499.0,3.7,29.0,0,0,0,1994,1,1,5,6,1,0,0,0,1
14520,45,7780,19,757382400,3.4,73.0,17360.0,4.8,25.0,0,0,0,1994,1,1,5,8,0,0,0,1,0
8797,8,5870,19,944179200,3.6,74.0,9757.0,6.6,67.0,2,2,25,1999,12,3,4,11,0,0,0,1,0
14604,45,5639,19,1106092800,3.1,48.0,94455.0,5.9,60.0,1,2,0,2005,1,19,2,15,1,0,1,0,0
2963,45,5364,19,-315619200,3.9,93.0,521.0,8.0,100.0,0,0,0,1960,1,1,4,14,0,0,0,1,0
2449,45,4011,19,662688000,3.1,51.0,5118.0,6.2,75.0,0,0,0,1991,1,1,1,12,0,0,0,1,0
8625,45,3505,19,844992000,3.3,70.0,62190.0,6.1,68.0,3,0,0,1996,10,11,4,20,1,0,0,0,0
5849,8,3491,19,-189388800,3.5,62.0,1367.0,6.1,78.0,0,0,0,1964,1,1,2,6,0,0,0,0,1
5109,45,4392,19,-1199232000,3.6,72.0,2714.0,8.5,100.0,0,0,0,1932,1,1,4,7,0,0,0,0,1
15905,64,4133,19,536457600,4.0,84.0,880.0,7.1,94.0,0,0,0,1987,1,1,3,10,0,0,0,1,0
2033,51,166,83,914544000,3.5,77.0,1132.0,6.5,74.0,0,0,0,1998,12,25,4,3,0,0,0,1,0
7873,45,5609,19,-757382400,2.6,20.0,796.0,4.1,17.0,0,0,0,1946,1,1,1,9,0,0,0,0,1
4361,45,867,19,788918400,3.4,72.0,13320.0,4.9,33.0,2,0,0,1995,1,1,6,16,0,1,0,0,0
14100,43,3165,63,126230400,3.5,71.0,3421.0,7.2,80.0,4,0,0,1974,1,1,1,10,0,0,0,0,1
1747,45,7114,4,-157766400,3.6,77.0,1154.0,6.8,81.0,0,0,0,1965,1,1,4,27,0,0,0,1,0
11692,58,5579,63,883612800,2.4,22.0,6423.0,3.9,13.0,2,0,0,1998,1,1,3,11,0,0,0,1,1
18538,45,1653,19,126230400,3.9,84.0,9996.0,7.5,91.0,1,3,4,1974,1,1,1,9,0,1,0,1,1
12553,8,561,19,0,2.6,26.0,508.0,3.4,17.0,0,0,0,1970,1,1,3,8,0,0,0,0,1
12747,45,4538,19,662688000,3.2,66.0,14901.0,6.1,73.0,0,0,0,1991,1,1,1,7,0,0,0,1,0
3973,45,8000,19,315532800,3.6,62.0,339.0,7.0,100.0,0,0,0,1980,1,1,1,7,0,0,0,1,0
7655,43,785,4,1104537600,3.4,81.0,14551.0,6.5,74.0,0,0,0,2005,1,1,5,17,0,0,0,1,0
3855,45,661,19,788918400,3.4,78.0,30160.0,5.7,45.0,2,0,0,1995,1,1,6,11,0,0,1,1,0
11141,45,4321,19,1167609600,3.4,60.0,97527.0,4.1,20.0,3,0,0,2007,1,1,0,11,1,0,1,1,0
4153,45,2104,19,1284076800,3.9,83.0,13454.0,6.6,83.0,0,0,0,2010,9,10,4,12,0,0,0,1,0
13836,45,1222,19,1296086400,2.9,34.0,2538.0,5.5,86.0,1,0,0,2011,1,27,3,4,0,0,0,0,1
9479,45,5038,19,1200960000,2.6,23.0,3021.0,4.8,36.0,0,0,0,2008,1,22,1,14,0,0,0,1,0
4650,45,4160,19,567993600,3.0,49.0,1936.0,5.7,81.0,0,0,0,1988,1,1,4,9,0,0,1,0,0
453,45,1055,19,852076800,3.6,82.0,34389.0,7.7,84.0,1,5,30,1997,1,1,2,14,0,0,0,1,0
170,13,2208,19,1131148800,2.9,35.0,89118.0,3.5,12.0,5,0,0,2005,11,5,5,8,0,0,0,0,1
8952,7,2305,63,915148800,3.8,80.0,2800.0,7.7,80.0,0,0,0,1999,1,1,4,7,0,0,0,1,0
1180,15,5539,57,1180742400,3.0,54.0,29922.0,6.4,78.0,0,0,0,2007,6,2,5,6,0,1,0,0,0
19060,45,1640,19,94694400,3.5,70.0,6719.0,6.6,75.0,0,0,0,1973,1,1,0,13,1,0,0,0,0
13348,45,5717,19,883612800,2.4,24.0,39975.0,3.6,12.0,0,0,0,1998,1,1,3,17,0,1,0,1,0
2435,45,5528,19,631152000,2.7,25.0,2852.0,2.8,0.0,0,0,0,1990,1,1,0,22,1,1,0,0,0
6452,45,7339,19,1231200000,3.1,43.0,393065.0,4.6,32.0,1,3,0,2009,1,6,1,13,1,1,0,0,0
970,45,2648,19,-662688000,3.8,87.0,5983.0,8.3,96.0,2,3,3,1949,1,1,5,9,0,0,0,1,0
9592,45,7750,19,883612800,2.6,29.0,11909.0,4.3,29.0,0,0,0,1998,1,1,3,10,1,0,0,0,0
15435,8,5368,19,195955200,3.5,69.0,12726.0,7.8,82.0,1,3,0,1976,3,18,3,10,0,0,0,1,0
10979,45,5375,19,-347155200,3.6,64.0,1966.0,6.3,60.0,0,0,0,1959,1,1,3,6,0,0,0,1,0
18831,45,4634,19,31536000,3.4,54.0,401.0,6.4,83.0,0,0,0,1971,1,1,4,10,1,1,0,0,0
4879,45,3505,19,1136073600,3.3,62.0,399940.0,2.8,4.0,0,0,0,2006,1,1,6,11,1,0,0,0,1
2980,45,3875,19,694224000,2.8,46.0,10903.0,5.8,60.0,0,0,0,1992,1,1,2,12,0,1,0,0,0
17131,45,6315,19,-1009843200,3.5,70.0,421.0,7.2,71.0,0,0,0,1938,1,1,5,22,0,0,0,1,0
10288,45,2923,19,232329600,3.2,51.0,5973.0,3.9,27.0,0,0,0,1977,5,13,4,11,0,0,0,0,1
2878,45,2965,19,-599616000,3.5,70.0,1285.0,6.3,86.0,0,0,0,1951,1,1,0,8,0,0,1,1,0
9113,45,6055,19,-189388800,3.5,67.0,2229.0,6.0,60.0,0,0,0,1964,1,1,2,7,0,1,0,0,0
15240,45,7608,19,-946771200,3.3,59.0,2382.0,5.8,82.0,0,0,0,1940,1,1,0,8,0,0,0,0,1
5583,45,67,19,1325376000,3.5,60.0,144674.0,6.9,80.0,0,0,0,2012,1,1,6,19,0,1,0,1,0
320,45,5864,19,-315619200,3.5,62.0,578.0,6.9,78.0,0,0,0,1960,1,1,4,11,0,0,0,1,0
18644,45,4802,19,-883612800,4.0,89.0,6813.0,7.7,93.0,0,0,0,1942,1,1,3,16,0,0,0,1,0
10893,45,3280,19,535334400,3.3,79.0,181424.0,7.4,90.0,2,2,12,1986,12,19,4,19,0,0,0,0,1
12617,45,5294,19,-946771200,3.6,72.0,673.0,8.1,100.0,0,0,0,1940,1,1,0,19,0,0,0,1,0
3713,45,5948,19,378691200,3.0,33.0,7907.0,3.8,25.0,0,0,0,1982,1,1,4,27,0,1,0,0,0
1285,45,1207,19,235958400,3.1,57.0,13568.0,5.1,67.0,0,0,0,1977,6,24,4,21,0,1,0,0,0
1515,45,7217,19,252460800,2.5,18.0,4114.0,4.0,13.0,0,0,0,1978,1,1,6,17,0,0,0,0,1
5090,51,7061,19,31536000,3.0,46.0,95.0,5.3,14.0,0,0,0,1971,1,1,4,8,0,0,0,1,0
2156,45,5218,19,883612800,2.9,37.0,12140.0,4.0,17.0,0,0,0,1998,1,1,3,7,1,0,0,0,0
18927,74,6061,14,1293840000,3.7,71.0,4530.0,7.0,75.0,0,0,0,2011,1,1,5,8,1,0,1,0,0
13994,45,3474,19,1262304000,3.1,43.0,66932.0,5.1,52.0,0,0,0,2010,1,1,4,9,0,0,0,0,1
2216,15,7234,57,-189388800,4.3,92.0,5358.0,8.8,100.0,0,0,0,1964,1,1,2,2,0,0,0,1,0
14530,45,4183,19,733708800,2.9,49.0,20384.0,6.0,71.0,0,0,0,1993,4,2,4,18,0,0,0,1,0
15447,7,5828,13,1041379200,3.2,49.0,1188.0,6.2,65.0,0,0,0,2003,1,1,2,15,0,0,0,1,0
4008,7,1463,19,1103673600,2.7,34.0,1932.0,2.9,4.0,1,0,0,2004,12,22,2,15,0,0,0,1,0
5064,45,4505,19,1121990400,3.1,46.0,76677.0,5.6,48.0,0,0,0,2005,7,22,4,8,0,1,0,0,0
13147,8,5937,19,220924800,3.8,83.0,6174.0,7.2,92.0,0,0,0,1977,1,1,5,17,1,0,0,1,0
5778,45,7529,19,1175212800,3.4,68.0,1402942.0,6.2,70.0,3,10,0,2007,3,30,4,13,0,1,0,0,0
14089,13,5739,7,1262304000,4.3,92.0,17629.0,7.9,93.0,1,39,15,2010,1,1,4,13,0,0,0,1,0
13765,45,4787,19,820454400,3.6,76.0,5029.0,5.4,33.0,0,0,0,1996,1,1,0,3,0,0,0,1,0
17103,8,6841,19,-63158400,3.7,72.0,837.0,6.9,80.0,0,0,0,1968,1,1,0,6,0,1,0,0,0
9118,45,2995,19,-189388800,3.4,63.0,1646.0,6.2,80.0,0,0,0,1964,1,1,2,22,0,1,0,0,0
4045,45,7791,19,347155200,3.4,67.0,9623.0,6.1,75.0,0,0,0,1981,1,1,3,11,0,0,0,1,0
18847,45,5329,19,157766400,3.0,34.0,1992.0,5.6,55.0,0,0,0,1975,1,1,2,11,1,0,0,0,0
15997,7,5252,13,999648000,3.4,68.0,1251.0,6.6,71.0,3,0,0,2001,9,5,2,12,0,0,0,1,0
5898,45,2663,19,662688000,3.0,52.0,2618.0,7.2,100.0,0,0,0,1991,1,1,1,7,0,0,0,1,0
5635,54,6887,19,1295740800,3.4,64.0,778.0,7.4,78.0,10,7,0,2011,1,23,6,5,0,0,0,1,0
15733,7,5878,63,-283996800,4.2,91.0,5461.0,7.3,81.0,0,0,0,1961,1,1,6,9,0,0,0,1,0
173,8,4947,19,347155200,3.4,73.0,4003.0,6.5,85.0,1,0,0,1981,1,1,3,5,0,0,0,1,0
962,45,3224,19,-126230400,3.5,75.0,4735.0,6.8,84.0,4,5,9,1966,1,1,5,9,0,1,0,0,0
1931,45,8000,19,788918400,2.8,41.0,12046.0,6.5,72.0,0,0,0,1995,1,1,6,12,0,0,0,0,1
5573,45,4634,19,-473385600,3.6,77.0,3684.0,7.4,75.0,4,1,2,1955,1,1,5,13,0,0,0,1,0
12815,45,5358,19,347155200,3.3,62.0,4557.0,6.7,86.0,0,0,0,1981,1,1,3,9,0,0,1,1,0
18796,45,5265,19,-63158400,3.5,68.0,2950.0,6.1,60.0,0,0,0,1968,1,1,0,26,1,0,0,0,0
15426,43,3710,4,1041379200,3.4,70.0,1773.0,6.4,70.0,0,0,0,2003,1,1,2,24,0,1,0,0,0
11179,45,6932,19,978307200,3.6,75.0,1301.0,4.7,34.0,0,0,0,2001,1,1,0,5,0,0,0,1,0
3546,45,4912,19,795398400,3.6,73.0,10134.0,5.1,45.0,0,0,0,1995,3,17,4,9,0,0,0,1,0
11154,45,735,19,-757382400,3.6,71.0,1078.0,6.9,100.0,0,0,0,1946,1,1,1,12,0,0,1,0,0
17507,45,6376,19,-669081600,3.6,74.0,2320.0,6.7,71.0,0,0,0,1948,10,19,1,19,1,0,0,1,0
13440,51,4393,83,1199145600,3.9,83.0,4359.0,7.6,90.0,0,0,0,2008,1,1,1,29,0,0,0,1,0
14241,8,1673,19,347155200,3.4,78.0,35148.0,6.5,75.0,1,1,0,1981,1,1,3,6,0,1,0,0,0
5836,8,7720,19,-31536000,3.0,29.0,1186.0,5.5,64.0,0,0,0,1969,1,1,2,8,0,0,1,0,1
5181,45,1335,19,757382400,3.6,76.0,6362.0,7.8,94.0,1,9,8,1994,1,1,5,6,0,0,1,1,0
10925,45,5382,19,-599616000,3.4,69.0,2340.0,7.6,90.0,0,0,0,1951,1,1,0,10,0,0,0,1,0
7276,45,2537,19,377481600,3.0,50.0,5896.0,5.8,63.0,0,0,0,1981,12,18,4,7,0,1,0,0,0
9147,58,5585,63,-31536000,3.8,69.0,436.0,6.7,75.0,0,0,0,1969,1,1,2,6,0,0,0,1,0
5726,45,5498,19,1262304000,3.0,42.0,119412.0,5.3,41.0,1,0,0,2010,1,1,4,19,0,1,0,0,0
7133,8,1663,19,883612800,3.4,74.0,12694.0,7.1,79.0,1,2,29,1998,1,1,3,8,0,1,0,0,0
9143,7,2468,63,1302825600,3.3,55.0,5587.0,6.0,64.0,0,0,0,2011,4,15,4,17,0,1,0,1,0
15932,7,7567,13,1325376000,3.3,56.0,10050.0,7.3,92.0,6,12,0,2012,1,1,6,21,0,0,0,1,0
10257,8,7916,19,1136073600,3.5,70.0,35441.0,6.4,65.0,2,2,12,2006,1,1,6,13,0,1,0,1,0
6387,8,7796,19,1199145600,3.1,44.0,84740.0,5.2,51.0,0,0,0,2008,1,1,1,17,1,0,0,0,0
5848,45,4502,19,-189388800,3.6,69.0,11564.0,6.0,71.0,1,0,0,1964,1,1,2,8,0,0,0,1,0
13887,45,124,19,357436800,3.1,48.0,68147.0,4.5,34.0,0,0,0,1981,4,30,3,10,0,0,0,0,1
15002,45,123,19,378691200,3.0,42.0,65509.0,3.6,12.0,0,0,0,1982,1,1,4,11,0,0,0,0,1
5689,8,3573,19,1262304000,3.1,44.0,4011.0,5.5,55.0,0,0,0,2010,1,1,4,17,0,0,1,0,0
13360,45,7339,19,978307200,2.8,26.0,436836.0,5.0,42.0,0,0,0,2001,1,1,0,41,0,1,0,0,0
9644,8,7845,19,-315619200,3.4,61.0,3061.0,6.1,73.0,0,0,0,1960,1,1,4,9,0,0,0,0,1
17816,45,4266,19,946684800,2.9,35.0,37579.0,3.8,40.0,6,0,0,2000,1,1,5,2,1,0,0,0,0
12458,13,3505,4,978307200,2.5,33.0,43185.0,3.6,14.0,0,0,0,2001,1,1,0,14,1,0,0,1,0
3231,45,5178,19,1212019200,3.1,47.0,311197.0,4.9,45.0,0,0,0,2008,5,29,3,4,0,0,0,0,1
15642,45,7409,19,-1136073600,3.7,72.0,324.0,6.9,71.0,2,1,0,1934,1,1,0,11,0,0,0,1,0
10779,73,8000,19,1104537600,3.2,49.0,1062.0,4.9,30.0,1,1,0,2005,1,1,5,1,0,0,0,1,0
489,45,5722,19,-1073001600,4.0,89.0,4609.0,7.7,100.0,0,0,0,1936,1,1,2,17,0,1,0,0,0
373,45,6911,19,536457600,3.5,72.0,6029.0,5.7,67.0,0,0,0,1987,1,1,3,9,0,1,0,0,0
5738,45,2567,19,631152000,2.9,33.0,126.0,5.8,78.0,0,0,0,1990,1,1,0,5,0,0,0,1,0
5807,45,7176,4,1009843200,3.6,75.0,10695.0,6.8,84.0,7,4,0,2002,1,1,1,3,0,1,0,1,0
10341,8,5807,19,-757382400,3.9,88.0,9158.0,8.4,100.0,2,1,4,1946,1,1,1,11,0,0,0,1,0
7051,8,1883,19,1199145600,3.4,66.0,37050.0,6.6,81.0,0,0,0,2008,1,1,1,7,0,0,0,0,1
17044,45,6150,19,220924800,3.0,35.0,1396.0,4.2,50.0,0,0,0,1977,1,1,5,8,0,0,0,0,1
13486,45,4682,19,378691200,3.5,80.0,170597.0,6.8,78.0,1,1,0,1982,1,1,4,18,0,1,0,0,0
8592,45,595,19,883612800,3.6,72.0,524.0,6.7,80.0,0,0,0,1998,1,1,3,9,0,1,0,0,0
6403,45,5392,19,-725846400,4.0,88.0,8860.0,8.2,100.0,0,0,0,1947,1,1,2,12,0,1,0,0,0
624,7,4130,13,978307200,3.7,78.0,8548.0,7.0,85.0,0,0,0,2001,1,1,0,18,0,1,0,0,0
17489,45,2908,19,-504921600,3.6,77.0,3098.0,7.1,86.0,0,0,0,1954,1,1,4,6,0,0,0,1,0
4553,45,7834,19,300672000,3.3,66.0,6552.0,5.8,53.0,0,0,0,1979,7,13,4,15,0,1,0,0,0
18850,7,2997,19,220924800,3.4,50.0,39.0,7.0,80.0,0,0,0,1977,1,1,5,13,0,0,0,1,0
8291,45,3233,19,219628800,3.1,57.0,65719.0,6.3,71.0,0,0,0,1976,12,17,4,17,0,1,0,0,0
5384,45,3664,19,1083369600,3.0,47.0,84030.0,3.5,11.0,6,0,0,2004,5,1,5,17,0,1,0,0,0
14243,45,2062,19,725846400,2.6,30.0,68655.0,4.5,25.0,0,0,0,1993,1,1,4,17,0,1,0,0,0
1877,45,5417,19,820454400,3.7,85.0,990449.0,5.6,60.0,0,0,0,1996,1,1,0,17,0,1,0,0,0
19043,45,3198,19,-347155200,2.9,28.0,1568.0,4.0,0.0,0,0,0,1959,1,1,3,7,1,0,0,0,0
